"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
198,333248,5332,,485,43,3,2,6,108,"Scoglio del Tonno. Tomba 5","Scoglio del Tonno. Tomba 5","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","2.6",,"0.5","9.2","Frammento di ciotola in Stile Diana. E' in impasto semifine con superfici corrose ed ha parete leggermente convessa su cui è ansa a rocchetto insellato e con piccolo foro, bassa carena a spigolo vivo, vasca rettilinea, fondo convesso",2,3,1,1,2020-08-21,43,39,1
199,333251,5409,,607,43,3,2,6,108,"Masseria Bellavista.  Tomba a pozzetto II","Masseria Bellavista.  Tomba a pozzetto II","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","9.3",,"0.5","10.5","Vaso filtro in stile Diana. E' in impasto fine, ha corpo ovoidale, orlo diritto, labbro arrotondato su cui sono impostate 2 anse a rocchetto leggermente insellato: dal margine inferiore di una di esse si sviluppa un beccuccio e, in corrispondenza di esso, sulla parete, sono fori passanti; fondo piatto",10,3,1,1,2020-08-21,43,39,1
200,333253,5413,,607,43,3,2,6,108,"Masseria Bellavista.  Tomba a fossa XIV","Masseria Bellavista.  Tomba a fossa XIV","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","14.3",10,"0.6",,"Vaso in stile Diana in impasto fine. Ha orlo diritto con labbro assottigliato, breve colletto troncoconico, due anse a rocchetto leggermente insellate e forate tra collo e spalla, corpo ovoidale, fondo piatto",10,3,1,1,2020-08-21,43,39,1
201,333252,5412,,485,43,3,2,6,108,"Masseria Bellavista.  Tomba a fossa XIV","Masseria Bellavista.  Tomba a fossa XIV","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","7.1",,"0.4",16,"Ciotola in impasto semifine in stile Diana. Ha orlo diritto, labbro appiattito forse per l'alloggiamento del coperchio, bassa carena arrotondata, fondo piatto; sulla parete è traccia di ansa, probabilmente a rocchetto",2,3,1,1,2020-08-21,43,39,1
202,333250,5406,,607,43,3,2,6,108,"Masseria Bellavista.  Area delle sepolture","Masseria Bellavista.  Area delle sepolture","Quintino Quagliati",1900,12,12,14,4500,4300,11,25,"colombino","9.3",,"0.4","9.8","Vaso con profilo ovoidale in stile Diana. Ha orlo diritto, labbro appiattito, due corte anse a rocchetto rettilinee e forate, fondo piatto. Impasto semifine",10,3,1,1,2020-08-21,43,39,1
203,333399,139802,,232,31,3,2,"7A",252,"Grotta delle Veneri. Rinvenimento fortuito","Grotta delle Veneri. Rinvenimento fortuito","Giuseppe Piscopo",1966,3,5,10,,,8,186,"levigatura",9,2,"2.1",,"Statuina femminile ricavata da scheggia ossea di diafisi di Bos primigenius o Equus caballus. Sulla testa non appaiono i lineamenti e la parte superiore è allungata, mentre mento e collo recano una fascia con due solchi rettilinei profondamente incisi, a guisa di collare o cappuccio. Le spalle sono spioventi e continuano con le braccia realizzate mediante un solco profondo e si congiungono, ingrossandosi, sotto il ventre prominente. Le mammelle sono del tipo ""a otre"". Un solco profondo divide le cosce nella parte anteriore e, nella posteriore, i glutei appaiono ben evidenziati. Le gambe sono troncate all'altezza delle ginocchia. Sul fianco destro si conservano zone di tessuto spugnoso che recano residui di terra rossa",1,3,1,1,2020-08-22,43,39,1
204,333400,139803,,232,31,3,2,"7A",252,"Grotta delle Veneri. Rinvenimento fortuito","Grotta delle Veneri. Rinvenimento fortuito","Giuseppe Piscopo",1966,3,5,10,,,8,186,"levigatura","6.1","1.5","1.2",,"Statuina femminile ricavata da scheggia ossea di  diafisi, ha profilo fusiforme e l'esecuzione è sommaria. La testa è tondeggiante, senza indicazione dei lineamenti ed è separata dal corpo da un solco che si allarga nella parte posteriore. Le spalle larghe formano un contorno ellittico con le braccia che, a loro volta, congiunte sotto il ventre, si sovrappongono e recano l'indicazione generica di alcune dita. Le mammelle, separate da un lungo solco sono pendule e ovali, il ventre è piatto. La parte inferiore è affusolata e termina con una specie di uncino. La parte posteriore ha evidente solo il braccio destro e i glutei sono appena accennati",1,3,1,1,2020-08-22,43,39,1
205,333272,46261,,869,59,3,2,"7A",176,"Grotta Romanelli. Scavo clandestino","Grotta Romanelli. Scavo clandestino","-",1954,7,7,10,,,8,37,"incisione","6.3","12.5","8.2",,"Pietra incisa con figura schematica di probabile bovide del quale restano il muso e la massa corporea resi in forma geometrizzante e tracciati con linee sottili; la massa è campita con linee a tratteggio continue e discontinue parallele e la figura occupa quasi per intero la superficie del supporto calcareo. Altre linee non ordinate si associano all'immagine dell'animale. Romanelliano",1,3,1,1,2020-08-23,43,39,1
206,333273,46265,,869,59,3,2,"7A",176,"Grotta Romanelli. Scavo clandestino","Grotta Romanelli. Scavo clandestino","-","-",7,7,10,,,8,37,"incisione","8.6","15.1","4.5",,"Pietra incisa con profilo schematico zoomorfo privo della testa (felino?) che occupa una porzione del supporto. La massa corporea è campita a tratteggio secondo uno schema metopale in due registri. La figura, vista di tre quarti, mostra gli arti destro e sinistro; vi è , inoltre, traccia della coda. Romanelliano",3,3,1,1,2020-08-23,43,39,1
207,333397,139364,,575,43,3,2,"8A",247,"Masseria La Quercia","Masseria La Quercia","J.S.P. Bradford",1950,11,11,14,5600,5200,8,25,"colombino","18.3",,"0.5","7.6","Fiasco in impasto figulino con collo cilindrico, orlo diritto, corpo ovoidale, fondo piatto, coppia di anse verticali sulla carena di cui una rotta. E' dipinto in rosso-bruno sul collo con tratti orizzontali e motivo a T, mentre sul corpo è motivo arboriforme e, accanto e al di sotto, sono bande strette e corte con diverso orientamento. Fori di restauro. Potrebbe trattarsi di un vaso antropomorfo.",10,3,1,1,2020-08-23,43,39,1
208,333398,139366,"b",563,43,3,2,"8A",247,"Masseria La Quercia","Masseria La Quercia","J.S.P. Bradford",1950,11,11,14,5600,5200,8,25,"colombino","3.2",,"0.9","29.5","Piatto composto da 3 parti non contigue. E' in impasto fine ed ha orlo diritto e labbro appiattito, doppia presa a perforazione orizzontale e poggia su due piedini. E' dipinto di rosso all'interno con motivi geometrici campiti a reticolo",6,3,1,1,2020-08-23,43,39,1
209,333292,53402,,607,43,3,2,"8A",247,"Masseria La Quercia","Masseria La Quercia","J.S.P. Bradford",1950,11,11,14,5600,5200,8,25,"colombino","23.8",26,"1.4",,"Vaso ovoidale in stile Masseria La Quercia di cui si conserva l'orlo leggermente rientrante con labbro appiattito e parte della parete. E' dipinto in rosso con banda campita con motivi a clessidra con all'interno fasci di linee ondulate oblique e parallele e con motivi a losanga campiti con rappresentazione di personaggio maschile e femminile uniti tramite un motivo quadrangolare campito a quadrati inscritti e con punto centrale all'altezza dei piedi e con motivo a losanga anch'esso riempito con losanghe inscritte e punto centrale, mentre ai vertici sono triangoli a tinta piena. Al di sotto della banda dipinta è decorazione impressa a rocker paralleli che, in qualche caso si intersecano",8,3,1,1,2020-08-23,43,39,1
210,333269,41222,,607,43,3,2,"9A",66,"Grotta Cosma","Grotta Cosma","Felice Gino Lo Porto",1971,11,11,14,5300,5000,8,25,"colombino","10.2","9.3","0.3",,"Vaso dipinto in stile Scaloria Alta di cui si conserva il collo concavo su cui è rappresentazione antropomorfa: si tratta di un volto a civetta (sopracciglia e naso applicati secondo lo schema ""a T"" e sottolineati dal colore rosso e bruno) delimitato da motivo semicircolare dipinto (un velo o la capigliatura). Dal naso pende motivo triangolare a tinta piena (lingua?) affiancato da fasci angolari di zig zag. Una banda è alla base del collo mentre sul corpo è traccia di motivi circolari. Probabile vaso antropomorfo",8,3,1,1,2020-08-23,43,39,1
211,333271,41466,,71,9,3,2,"9A",66,"Grotta Cosma","Grotta Cosma","Felice Gino Lo Porto",1971,12,12,11,5000,4500,8,25,"colombino","6.5","6.2","0.6",,"Modellino di casa a pareti rettilinee decorato, sul tetto, con file di puntini impressi convergenti verso l'imboccatura centrale, circolare, affiancata da fori passanti. Sulle pareti sono profondamente incisi motivi serpentiformi, bande campite a puntini impressi e probabili motivi antropomorfi. Incrostazione di colore rosso e bianco lungo le incisioni mentre l'interno del modellino è interamente rivestito di rosso",6,3,1,1,2020-08-23,43,39,1
212,333293,81970,,232,31,3,2,"9A",66,"Grotta Cosma","Grotta Cosma","Mariantonia Gorgoglione",2002,12,12,11,5000,4500,8,196,"levigatura",5,,,"3.3","Testa femminile realizzata a tutto tondo: il volto è privo dei lineamenti mentre la capigliatura è resa in modo plastico. Collo cilindrico con base piatta.Tracce di colore rosso alla base. ",1,3,1,1,2020-08-23,43,39,1
213,333270,41465,,549,43,3,2,"9A",66,"Grotta Cosma","Grotta Cosma","Felice Gino Lo Porto",1971,12,12,11,5000,4500,11,25,"colombino",4,,"0.6","5.4","Olletta in stile Serra d'Alto in impasto figulino completamente dipinta di rosso. Ha orlo diritto con fila di fori verticali passanti forse funzionali al fissaggio di un coperchio, breve colletto cilindrico, corpo lenticolare, presa a cartoccio sulla spalla e fondo piatto.",1,3,1,1,2020-08-23,43,39,1
214,333402,139815,,607,43,3,2,"9A",112,"Grotta dei Cervi. Scavo Cunicolo D-E","Grotta dei Cervi. Scavo Cunicolo D-E","Felice Gino Lo Porto",1970,12,12,11,5300,5000,11,25,"colombino","8.5","10.1","0.7",,"Vaso a collo in stile Scaloria Alta di cui si conserva il collo cilindrico con orlo diritto e labbro arrotondato. Sul collo è  rappresentazione antropomorfa: si tratta di un volto femminile con copricapo reso in modo rigido: esso - come una sorta di velo - sporge sulla fronte e si arresta all’altezza delle orecchie; il naso, reso anch’esso plasticamente, presenta narici profonde; occhi e bocca sono stati realizzati con brevi tratti incisi mentre le ciglia sono state dipinte in bruno con file di punti; bande a zig-zag dipinte in rosso marginato di bruno coprono per intero le guance",8,3,1,1,2020-08-23,43,39,1
215,333403,139838,,260,33,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità B","Grotta dei Cervi. Scavo Cavità B","Felice Gino Lo Porto",1975,12,12,11,5000,4500,11,25,"colombino","8.7","4.1","0.6",,"Pintadera in stile Serra d'Alto in impasto grossolano. Ha base rettangolare e presa cilindrica obliqua forata. Presenta motivo meandriforme realizzato a intaglio sulla faccia inferiore
",1,3,1,1,2020-08-23,43,39,1
216,333401,139813,,260,33,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità E (quota - 4,10 m)","Grotta dei Cervi. Scavo Cavità E (quota - 4,10 m)","Felice Gino Lo Porto",1970,12,12,11,5000,4500,11,25,"colombino",7,"3.3","0.8",,"Pintadera in stile Serra d'Alto in impasto semifine. Ha forma ellissoidale con presa diritta conica e appiattita priva di foro e decorata a intaglio con motivo a S sulla faccia inferiore
",2,3,1,1,2020-08-23,43,39,1
217,333405,139865,,43,4,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità D-E","Grotta dei Cervi. Scavo Cavità D-E","Felice Gino Lo Porto",1970,13,15,10,4000,2000,11,207,"levigatura","5.5","1.7","0.6",,"Ascia pendente con corpo sub-rettangolare, tallone curvilineo con foro circolare passante, tagliente rettilineo. Facce e margini appiattiti ",1,3,1,1,2020-08-23,43,39,1
218,333406,139875,,43,4,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità D-E","Grotta dei Cervi. Scavo Cavità D-E","Felice Gino Lo Porto",1970,12,12,11,5000,4500,11,222,"levigatura","4.5","3.3","0.8",,"Ascia pendente con corpo triangolare, tallone appuntito con foro a innesto laterale (rotto su un lato), tagliente curvilineo. Presenta
moltissime strie di lavorazione su tutto il corpo",2,3,1,1,2020-08-23,43,39,1
219,333407,139899,,891,64,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità E (quota - 6,30 m)","Grotta dei Cervi. Scavo Cavità E (quota - 6,30 m)","Felice Gino Lo Porto",1971,11,12,22,6000,4000,11,186,"levigatura","6.8",,"0.2","2.2","Manico in osso di forma cilindrica completamente levigato e con linea di frattura longitudinale",2,3,1,1,2020-08-23,43,39,1
220,333404,139860,,435,42,3,2,"9A",112,"Grotta dei Cervi. Scavo Cavità E (quota - 1,60)","Grotta dei Cervi. Scavo Cavità E (quota - 1,60)","Felice Gino Lo Porto",1970,11,14,22,6000,2000,11,186,"levigatura","7.3","0.8","0.3",,"Ago completamente levigato e con largo foro circolare passante sul margine superiore, appiattito sui margini, punta arrotondata",1,3,1,1,2020-08-23,43,39,1
221,333288,49653,,869,59,3,2,"9A",112,"Grotta dei Cervi. Cavità D-E. Recupero fortuito","Grotta dei Cervi. Cavità D-E. Recupero fortuito","Consegna Ciccarese",2010,13,15,10,4000,2000,8,25,"colombino","5.9","3.4","1.7",,"Probabile manico di mestolo in impasto fine decoratocon  rappresentazione antropomorfa: si tratta di un volto a civetta con bande profondamente incise nella parte superiore (copricapo?) e file di motivi puntiformi impressi con andamento curvilineo alla base",8,3,1,1,2020-08-23,43,39,1
222,333646,68025,,548,43,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,25,"colombino","13.7",,"0.3","12.9","Olla in stile Laterza. E' in impasto semifine ed ha orlo diritto, labbro assottigliato, carena arrotondata, fondo piatto. Sulla parete sono due prese a linguetta di cui una rotta. Lungo l'orlo è banda orizzontale incisa campita con motivi a clessidra tratteggiati alternati a losanghe vuote",2,3,1,1,2020-08-25,43,39,1
223,333647,68029,,460,43,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,25,"colombino","15.6",,"0.5","12.8","Boccale di forma globulare in stile Laterza. E' in impasto semifine ed ha orlo leggermente estroflesso, ansa a gomito sopraelevata e con tubercolo sulla sommità, fondo leggermente concavo. E' decorata a incisione con banda orizzontale lungo l'orlo campita a tacche impresse e, sotto, a motivi angolari alternativamente vuoti e tratteggiati",10,3,1,1,2020-08-25,43,39,1
224,333651,68038,,458,43,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,25,"colombino",7,,"0.3","8.5","Bicchiere in stile Laterza. Ha orlo diritto, labbro assottigliato, bassa carena arrotondata, fondo piatto ed è decorato sotto l'orlo con doppia fila orizzontale di motivi circolari impressi e, tra di essi, linea orizzontale incisa",6,3,1,1,2020-08-25,43,39,1
225,333649,68032,,460,43,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,25,"colombino",9,,"0.3","10.1","Boccale in stile Laterza. Ha orlo leggermente estroflesso, labbro appiattito, ansa a gomito sopraelevata impostata tra parete e carena, privo di fondo. E' decorato a incisione con banda orizzontale sotto l'orlo campita a zig zag orizzontale",10,3,1,1,2020-08-25,43,39,1
226,333648,68030,,485,43,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,25,"colombino","6.2",,"0.3",13,"Ciotola in stile Laterza. Ha orlo diritto, labbro assottigliato, bassa carena arrotondata, fondo convesso ed è decorata con piccola bugna schiacciata lateralmente impostata sulla parete",10,3,1,1,2020-08-25,43,39,1
227,333654,68054,,43,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,62,"Tecnica non presente in lista","3.8","2.8","0.2",,"Pendaglio di forma sub-rettangolare con piccolo foro centrale di forma ovale all'estremità superiore e margini laterali appiattiti non simmetrici",1,3,1,1,2020-08-25,43,39,1
228,333153,68058,,353,37,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,11,225,"fusione","3.8",2,"1.1",,"Pugnale di forma triangolare con base semplice attraversata da due chiodi di fissaggio con testa appiattita, margini diritti, punta rotta",1,3,1,1,2020-08-25,43,39,1
229,333154,68059,,353,37,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,11,225,"fusione","4.6","1.8","0.1",,"Pugnale di forma subtrapezoidale con base semplice attraversata da due chiodi di fissaggio con testa appiattita, tagliente curvilineo",1,3,1,1,2020-08-25,43,39,1
230,333652,68051,,48,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,186,"levigatura","3.5",,"1.8","1.1","Vago di collana su Dentalium di forma cilindrica con foro longitudinale",1,3,1,1,2020-08-25,43,39,1
231,333658,68062,,43,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,11,207,"levigatura","2.1","2.1",,,"Ascia pendente di forma subtriangolare con tallone rettilineo, tagliene curvilineo, foro circolare centrale non finito",1,3,1,1,2020-08-25,43,39,1
232,333655,68057,,43,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,196,"levigatura","2.7","1.9","0.5",,"Pendaglio di forma ovale con foro circolare centrale all'estremità superiore",1,3,1,1,2020-08-25,43,39,1
233,333656,68060,,43,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,196,"levigatura","3.5","2.2","0.4",,"Pendaglio di forma ovale allungata con foro circolare decentrato all'estremità superiore",1,3,1,1,2020-08-25,43,39,1
234,333657,68061,,43,4,3,2,10,204,"Contrada Candile. Tomba a grotticella 4","Contrada Candile. Tomba a grotticella 4","Franco Biancofiore",1966,14,14,22,3000,2300,8,196,"levigatura","2.8","2.4","0.6",,"Pendaglio di forma lenticolare con foro circolare leggermente decentrato all'estremità superiore",1,3,1,1,2020-08-25,43,39,1
